"MID";"WAV"
0.00000;0.00000
0.12500;0.10630
0.25000;0.21262
0.37500;0.31891
0.50000;0.42523
0.62500;0.53153
0.75000;0.63783
0.87500;0.74414
1.00000;0.85044
1.12500;0.95675
1.25000;1.06306
1.37500;1.16936
1.50000;1.27566
1.62500;1.38197
1.75000;1.48827
1.87500;1.59459
2.00000;1.70089
2.12500;1.80718
2.25000;1.91350
2.37500;2.01980
2.50000;2.12611
2.62500;2.23242
2.75000;2.33871
2.87500;2.44502
3.00000;2.55133
3.12500;2.65764
3.25000;2.76395
3.37500;2.87024
3.50000;2.97655
3.62500;3.08286
3.75000;3.18916
3.87500;3.28850
3.99792;3.35000
