"MID";"WAV"
0.00000;0.10487
0.50000;0.49870
1.00000;0.87491
1.12500;0.97465
1.25000;1.07674
1.37500;1.15646
1.50000;1.25423
1.62500;1.33579
1.75000;1.41548
1.87500;1.49517
2.00000;1.57485
2.50000;1.87356
3.00000;2.19226
3.12500;2.27195
3.25000;2.35162
3.37500;2.39956
3.50000;2.45143
3.62500;2.53066
3.75000;2.61033
3.87500;2.69000
4.00000;2.76968
4.50000;3.08839
5.00000;3.40710
5.50000;3.62628
5.75000;3.78518
6.00000;3.94452
6.50000;4.22343
7.00000;4.46235
7.12500;4.53097
7.25000;4.60149
7.37500;4.67505
7.50000;4.74798
7.62500;4.81373
7.75000;4.87930
7.87500;4.95478
7.99792;5.05000
