"MID";"WAV"
0.00000;0.00000
2.00000;1.10063
4.00000;2.30457
6.66667;4.10759
7.33333;4.53880
8.00000;4.86709
8.12500;4.94314
8.25000;5.01918
8.37500;5.09524
8.50000;5.17128
8.62500;5.24734
8.75000;5.32338
8.87500;5.39942
9.00000;5.47548
9.12500;5.55152
9.25000;5.62758
9.37500;5.70362
9.50000;5.77967
9.62500;5.85571
9.75000;5.93176
9.87500;6.00781
10.00000;6.08386
10.12500;6.15991
10.25000;6.23596
10.37500;6.31200
10.50000;6.38806
10.62500;6.46410
10.75000;6.54016
10.87500;6.61620
11.00000;6.69226
11.12500;6.76830
11.25000;6.84433
11.37500;6.92040
11.50000;6.99643
11.62500;7.07249
11.75000;7.14937
12.00000;7.40389
14.00000;8.63329
20.00000;11.69043
22.00000;13.01108
23.99792;14.55000
