"MID";"WAV"
0.00000;0.00000
0.12500;0.16642
0.25000;0.29284
0.37500;0.41925
0.50000;0.54568
0.62500;0.67209
0.75000;0.79851
0.87500;0.92493
1.00000;1.05134
1.12500;1.17776
1.25000;1.30418
1.37500;1.45061
1.50000;1.57701
1.62500;1.70343
1.75000;1.82985
1.87500;1.95628
2.00000;2.08270
2.12500;2.20912
2.25000;2.35348
2.37500;2.48194
2.50000;2.60836
2.62500;2.73479
2.75000;2.86119
2.87500;2.98761
3.00000;3.11403
3.06250;3.17723
3.12500;3.24046
4.37500;4.50464
4.50000;4.70106
7.00000;7.15941
7.25000;7.41225
7.50000;7.66510
7.75000;7.89790
8.00000;8.13389
8.25000;8.38359
8.50000;8.61647
8.75000;8.86918
8.99792;9.05000
