"MID";"WAV"
0.00000;0.14231
0.25000;0.35639
0.75000;0.91555
1.00000;1.16188
1.06250;1.20104
1.75000;1.81429
2.00000;2.01222
3.00000;2.58951
3.12500;2.68156
3.25000;2.79048
3.37500;2.88570
3.50000;2.97776
3.62500;3.06982
3.75000;3.16180
3.87500;3.23593
4.00000;3.27467
4.06250;3.28490
4.12500;3.29513
4.75000;3.89071
5.00000;4.08171
6.00000;4.71435
7.00000;5.31548
7.75000;5.79730
8.00000;5.89201
9.00000;6.59623
9.12500;6.64072
9.25000;6.71088
9.37500;6.74503
9.50000;6.82667
9.62500;6.86874
9.75000;6.93156
9.87500;6.95804
10.00000;7.04512
10.99792;7.95000
