"MID";"WAV"
0.00000;0.00000
0.50000;0.30389
1.00000;0.78773
1.06250;0.84356
1.50000;1.48786
1.62500;1.60120
1.75000;1.65687
1.87500;1.74146
2.00000;1.77870
2.25000;1.95737
2.50000;2.17274
2.75000;2.38129
3.00000;2.66309
3.50000;3.10706
4.00000;3.49093
4.06250;3.54646
4.37500;3.90366
4.50000;3.97740
4.75000;4.19672
5.00000;4.41865
5.37500;4.76748
5.50000;4.84252
5.75000;5.06443
6.00000;5.26641
6.25000;5.50833
6.37500;5.61928
6.50000;5.69028
6.75000;5.92803
6.87500;6.04317
7.00000;6.15412
7.50000;6.61796
7.99792;7.05000
