"MID";"WAV"
0.00000;0.19103
0.06250;0.22795
0.50000;0.45689
1.00000;0.68159
1.50000;0.91495
2.00000;1.09742
2.06250;1.12921
2.12500;1.16100
2.18750;1.19281
2.25000;1.22459
2.50000;1.35169
3.00000;1.58613
3.06250;1.61792
3.12500;1.64971
3.18750;1.68151
3.25000;1.71292
3.50000;1.80068
4.00000;2.01484
4.06250;2.04663
4.50000;2.26885
5.00000;2.47171
5.50000;2.63790
6.00000;2.89225
6.06250;2.92405
6.12500;2.95584
6.18750;2.98763
6.25000;3.01922
6.50000;3.12639
7.00000;3.34126
7.06250;3.37276
7.12500;3.40456
7.18750;3.43635
7.25000;3.46814
7.50000;3.59532
8.00000;3.84921
8.50000;4.04352
9.00000;4.23823
9.50000;4.47596
10.00000;4.72688
10.50000;4.96144
11.00000;5.21580
11.50000;5.46921
11.99792;5.65000
