"MID";"WAV"
0.00000;0.00000
0.06250;0.07444
0.25000;0.29778
0.50000;0.59557
1.00000;1.19113
1.06250;1.26558
1.25000;1.48892
1.50000;1.78670
2.00000;2.38227
2.06250;2.45673
2.12500;2.53115
2.25000;2.68004
2.50000;2.97783
3.00000;3.57333
3.50000;4.09058
3.75000;4.38839
4.00000;4.69735
4.50000;5.29293
4.75000;5.60188
5.00000;5.89971
5.25000;6.19746
5.50000;6.48404
7.25000;8.46781
7.50000;8.79911
7.56250;8.86246
7.75000;9.17532
8.00000;9.47308
8.50000;10.10223
8.75000;10.42241
9.00000;10.72025
9.50000;11.36055
9.56250;11.43500
9.62500;11.52067
9.75000;11.68074
10.00000;11.97852
10.50000;12.58528
10.99792;13.05000
