"MID";"WAV"
0.00000;0.00000
0.12500;0.04438
0.25000;0.08866
0.37500;0.11322
0.50000;0.13113
1.00000;0.25509
2.00000;0.63006
4.00000;1.34015
4.12500;1.38452
4.25000;1.42890
4.37500;1.47329
4.50000;1.51767
5.00000;1.71522
6.00000;2.13022
8.00000;2.83998
8.12500;2.86237
8.25000;2.88910
8.37500;2.93344
8.50000;2.97782
9.00000;3.15533
10.00000;3.51037
10.12500;3.55475
10.25000;3.59913
10.37500;3.64351
10.50000;3.68789
11.00000;3.86541
12.00000;4.22030
12.12500;4.24988
12.25000;4.28920
12.37500;4.33358
12.50000;4.37791
13.00000;4.53549
14.00000;4.89052
14.12500;4.93489
14.25000;4.97928
14.37500;5.02366
14.50000;5.06800
15.00000;5.18572
16.00000;5.54059
16.12500;5.58497
16.25000;5.62935
16.37500;5.67381
16.50000;5.73719
17.00000;5.91565
19.99792;7.05000
