"MID";"WAV"
0.00000;0.00000
2.00000;2.36161
3.75000;4.42802
4.00000;4.72322
6.50000;7.67522
6.62500;7.82283
6.75000;7.97041
6.87500;8.11803
7.00000;8.26564
7.12500;8.41322
7.25000;8.56083
7.37500;8.70844
7.50000;8.85603
7.62500;9.00364
7.75000;9.15122
7.87500;9.29884
8.00000;9.44644
10.00000;11.62068
11.75000;13.68675
12.00000;13.98195
14.50000;16.93396
14.62500;17.06660
14.75000;17.18371
14.87500;17.29996
15.00000;17.41641
15.12500;17.53266
15.25000;17.66386
15.37500;17.78100
15.49792;18.25000
