"MID";"WAV"
0.00000;0.00000
1.00000;0.72044
1.50000;1.04716
2.00000;1.45734
3.00000;2.04414
3.50000;2.36243
4.00000;2.68077
5.00000;3.40092
5.50000;3.69468
6.00000;3.99618
6.50000;4.30606
7.00000;4.60772
7.50000;4.94245
8.00000;5.28580
9.50000;6.06625
9.75000;6.22036
10.00000;6.36727
10.25000;6.51382
10.50000;6.66858
10.75000;6.83166
11.00000;6.98691
11.25000;7.15000
11.50000;7.29726
11.75000;7.43574
12.00000;7.56600
13.00000;8.30104
13.12500;8.37585
13.25000;8.44918
13.37500;8.52251
13.50000;8.59574
13.62500;8.66906
13.75000;8.74239
13.87500;8.80809
14.00000;8.88827
14.99792;9.75000
