"MID";"WAV"
1.50000;1.16429
2.00000;1.59901
2.50000;2.01378
3.00000;2.38854
3.50000;2.80327
4.00000;3.15806
4.50000;3.57278
5.00000;3.96759
5.50000;4.36233
6.00000;4.75708
6.50000;5.19184
7.00000;5.62675
7.50000;6.22143
8.00000;6.70542
10.00000;8.41514
10.50000;8.82989
11.00000;9.24465
11.06250;9.29649
11.18750;9.40018
11.31250;9.50387
11.43750;9.56759
11.56250;9.71110
11.68750;9.81494
11.81250;9.91863
12.00000;10.07417
12.50000;10.44891
13.00000;10.84368
13.06250;10.89552
13.18750;10.99920
13.31250;11.08286
13.43750;11.16664
13.56250;11.27028
13.68750;11.37397
13.81250;11.47765
14.00000;11.63319
14.50000;12.02488
15.00000;12.46271
15.25000;12.67006
15.50000;12.81746
15.75000;13.02490
16.00000;13.29217
16.99792;14.05000
