"MID";"WAV"
0.00000;0.00000
1.00000;0.53160
1.50000;0.77740
2.00000;1.03011
2.50000;1.26899
3.00000;1.51325
4.00000;2.01868
4.50000;2.25756
5.00000;2.49336
5.50000;2.73608
6.00000;2.97491
7.00000;3.39036
7.50000;3.60919
8.00000;3.80500
8.50000;4.00921
9.00000;4.19256
10.00000;4.43692
10.50000;4.63407
11.00000;4.83217
11.50000;5.01568
12.00000;5.18995
13.00000;5.47389
13.50000;5.67266
14.00000;5.86999
14.50000;6.08116
15.00000;6.28312
16.00000;6.54834
16.50000;6.73205
17.00000;6.93167
17.50000;7.12066
17.99792;7.35000
