"MID";"WAV"
0.00000;0.00000
1.00000;0.36327
2.00000;0.89051
3.00000;1.41818
6.00000;3.30178
6.50000;3.52225
7.00000;3.74273
8.00000;4.18368
9.00000;4.62466
9.12500;4.68142
9.25000;4.75843
9.37500;4.81045
9.50000;4.86622
9.62500;4.93867
9.75000;5.01152
9.87500;5.07017
12.00000;5.52449
12.50000;5.74504
13.00000;5.97347
14.00000;6.30212
15.00000;6.61427
15.12500;6.66938
15.25000;6.72450
15.37500;6.77962
15.50000;6.83473
15.62500;6.88986
15.75000;6.94497
15.87500;6.99904
18.00000;7.61698
18.50000;7.78583
19.00000;7.97162
20.00000;8.30844
21.00000;8.61292
21.12500;8.67459
21.25000;8.74867
21.37500;8.80511
21.50000;8.87725
21.62500;8.95079
21.75000;9.03877
21.87500;9.13431
21.99792;9.65000
