"MID";"WAV"
0.00000;0.03043
0.50000;0.21826
1.00000;0.43306
1.50000;0.63099
2.00000;0.80325
2.50000;1.02838
2.56250;1.05293
2.62500;1.07460
2.68750;1.09590
2.75000;1.11720
3.00000;1.22179
3.50000;1.41040
4.00000;1.62235
4.50000;1.82170
4.56250;1.85234
4.62500;1.87614
4.68750;1.89749
4.75000;1.91880
5.00000;2.02298
5.50000;2.19441
6.00000;2.40358
6.50000;2.57519
6.56250;2.59650
6.62500;2.61780
6.68750;2.63910
6.75000;2.66040
7.00000;2.76021
7.50000;2.96198
8.00000;3.15687
8.50000;3.34330
9.00000;3.52557
9.50000;3.71145
10.00000;3.89450
10.50000;4.07764
11.00000;4.24880
11.50000;4.42891
11.99792;4.55000
