"MID";"WAV"
0.00000;0.00897
0.12500;0.03550
0.25000;0.06826
0.37500;0.11384
0.50000;0.14672
0.62500;0.18589
0.75000;0.22512
0.87500;0.25800
1.00000;0.29716
3.00000;0.89920
4.00000;1.21303
6.00000;1.82789
6.50000;1.97844
7.00000;2.16094
7.12500;2.20653
9.00000;2.76300
10.00000;3.08321
12.00000;3.66603
12.50000;3.82294
13.00000;3.97985
13.12500;4.01908
15.00000;4.60752
16.00000;4.92137
18.00000;5.54903
18.50000;5.70594
19.00000;5.86286
19.12500;5.90209
21.00000;6.49054
22.00000;6.80429
23.89792;7.15000
