"MID";"WAV"
0.00000;0.00000
0.25000;0.31117
0.50000;0.62235
0.75000;0.93356
1.00000;1.24473
1.25000;1.55593
1.50000;1.86728
1.75000;2.20942
2.00000;2.54116
2.25000;2.85242
2.50000;3.17389
2.75000;3.48522
3.00000;3.81692
3.25000;4.12828
3.50000;4.45999
3.75000;4.77126
4.00000;5.09281
4.25000;5.41401
4.50000;5.70444
4.75000;5.99520
5.00000;6.30627
5.25000;6.60763
5.50000;6.95009
5.75000;7.30218
6.00000;7.62491
6.75000;8.82447
7.00000;9.05441
7.12500;9.21042
7.25000;9.37593
7.37500;9.53193
7.50000;9.69745
7.62500;9.85265
7.75000;9.99702
7.87500;10.12331
8.00000;10.28685
8.99792;11.15002
