"MID";"WAV"
0.00000;0.00000
0.25000;0.23661
0.50000;0.46131
0.75000;0.56809
1.00000;0.72273
1.25000;0.94650
1.50000;1.14406
1.75000;1.33473
2.00000;1.52540
2.25000;1.71606
2.50000;1.90675
2.75000;2.09743
3.00000;2.24819
3.25000;2.39886
3.50000;2.52955
3.75000;2.72013
4.00000;2.91080
4.25000;3.10147
4.50000;3.21220
4.75000;3.40283
5.00000;3.59349
5.25000;3.78417
5.50000;3.97484
5.75000;4.16553
6.00000;4.35618
6.25000;4.53124
6.50000;4.65753
6.75000;4.84819
7.00000;5.01889
7.25000;5.20965
7.50000;5.44055
7.75000;5.76804
7.99792;6.05000
