"MID";"WAV"
0.00000;0.00000
3.00000;1.15103
4.00000;1.57464
9.00000;3.52632
9.75000;3.80094
10.00000;3.89677
11.00000;4.28045
12.00000;4.72379
12.12500;4.77208
12.25000;4.81938
12.37500;4.84960
12.50000;4.86998
12.62500;4.90443
12.75000;4.95188
12.87500;4.99984
13.00000;5.04779
13.12500;5.09576
13.25000;5.14372
13.37500;5.25604
13.50000;5.31919
13.75000;5.41556
14.00000;5.51147
15.00000;5.85537
15.75000;6.20252
16.00000;6.29883
17.00000;6.66264
17.75000;6.90931
18.00000;7.01312
18.49792;7.25000
