"MID";"WAV"
0.00000;0.00000
0.12500;0.18473
0.25000;0.36944
0.37500;0.55417
0.50000;0.73889
0.62500;0.92363
0.75000;1.10836
0.87500;1.29306
1.00000;1.47779
1.12500;1.66253
1.25000;1.84726
1.37500;2.03196
1.50000;2.21670
1.62500;2.40142
1.75000;2.58616
1.87500;2.77089
2.00000;2.95559
2.12500;3.14032
2.25000;3.32506
2.37500;3.50978
2.50000;3.69449
2.62500;3.87923
2.75000;4.06395
2.87500;4.24869
3.00000;4.43339
3.12500;4.61812
3.25000;4.80286
3.37500;4.98759
3.50000;5.17232
3.62500;5.35702
3.75000;5.54176
3.87500;5.72667
4.00000;5.98847
4.12500;6.25066
4.25000;6.51267
4.50000;6.85127
4.62500;7.09788
4.75000;7.29799
5.00000;7.63653
5.25000;8.00598
5.50000;8.42183
5.62500;8.57563
5.75000;8.74499
6.00000;9.17618
6.25000;9.45289
6.50000;9.94626
6.62500;10.20807
6.75000;10.42374
7.00000;10.65408
7.25000;10.97713
7.50000;11.42393
7.62500;11.68573
7.75000;11.85521
8.25000;12.19188
8.37500;12.37658
8.50000;12.56131
8.62500;12.74604
8.75000;12.93078
8.87500;13.11550
9.00000;13.30021
9.12500;13.48495
9.25000;13.66967
9.37500;13.85441
9.50000;14.03911
9.62500;14.22384
9.75000;14.40857
9.87500;14.59331
10.00000;14.77804
10.12500;14.96274
10.25000;15.14748
10.37500;15.33220
10.50000;15.51694
10.62500;15.70164
10.75000;15.88637
10.87500;16.07110
11.00000;16.25584
11.12500;16.44057
11.25000;16.62527
11.37500;16.81001
11.50000;16.99473
11.62500;17.17947
11.75000;17.36417
11.87500;17.54890
12.00000;17.73363
12.12500;17.91837
12.24792;18.05000
