"MID";"WAV"
0.00000;0.01282
0.25000;0.31287
0.50000;0.61294
1.00000;1.19047
1.50000;1.76803
2.00000;2.36814
2.50000;2.95698
2.75000;3.27958
3.00000;3.56838
3.25000;3.87970
3.50000;4.20232
4.00000;4.81371
4.50000;5.40256
5.00000;5.96882
5.50000;6.50126
5.75000;6.80130
6.00000;7.10135
6.25000;7.40142
6.50000;7.70147
7.00000;8.30158
7.25000;8.60165
7.50000;8.90170
7.75000;9.20177
8.00000;9.50182
8.50000;10.10194
8.75000;10.40198
9.00000;10.70203
9.25000;11.00210
9.50000;11.30215
10.00000;11.90227
10.50000;12.50237
10.99792;13.05000
