"MID";"WAV"
0.50000;0.57907
1.00000;1.40467
1.50000;2.08941
2.00000;2.93257
2.50000;3.68777
3.00000;4.51330
3.50000;5.39164
4.00000;6.19971
4.50000;7.09566
5.00000;7.83330
5.50000;8.69400
6.00000;9.50202
6.50000;10.45058
7.00000;11.18857
7.50000;12.11947
8.00000;12.91001
8.50000;13.71798
9.00000;14.42054
9.50000;15.24582
10.00000;16.35230
10.12500;16.59001
10.25000;16.75752
10.37500;16.88936
10.50000;17.05579
10.62500;17.24011
10.75000;17.44189
10.87500;17.59160
11.00000;17.75819
11.12500;17.89002
11.25000;18.03926
11.37500;18.17098
11.50000;18.33731
11.62500;18.50406
11.75000;18.68826
11.87500;18.85534
12.00000;19.03948
12.74792;20.55000
