"MID";"WAV"
0.00000;0.00000
4.00000;0.84884
8.00000;1.71762
8.50000;1.86286
9.00000;1.96989
9.50000;2.07599
10.00000;2.18210
10.50000;2.36955
11.00000;2.49382
11.50000;2.60041
12.00000;2.73553
12.50000;2.88729
13.00000;2.99859
13.50000;3.10483
14.00000;3.22777
15.00000;3.44309
16.00000;3.71405
16.50000;3.84056
17.00000;3.94757
17.50000;4.05367
18.00000;4.18587
18.50000;4.30874
19.00000;4.42904
19.50000;4.55694
20.00000;4.67317
20.50000;4.78233
21.00000;4.89375
21.50000;5.00777
22.00000;5.12055
23.00000;5.34462
23.99792;5.45000
