"MID";"WAV"
0.00000;0.00000
1.00000;0.50036
2.00000;1.11302
3.00000;1.81180
4.00000;2.39853
4.33333;2.60267
4.66667;2.79811
5.00000;2.97669
5.33333;3.19804
5.66667;3.40216
6.00000;3.59785
6.33333;3.81054
6.66667;4.00621
7.00000;4.21893
7.33333;4.40593
7.66667;4.61024
8.00000;4.84032
9.00000;5.51322
10.00000;6.12581
11.00000;6.73824
12.00000;7.30798
12.33333;7.52926
12.66667;7.73345
13.00000;7.93754
13.33333;8.13299
13.66667;8.31991
14.00000;8.50729
14.33333;8.72875
14.66667;8.94997
15.00000;9.15404
15.33333;9.34946
15.66667;9.53682
15.99792;9.75000
