"MID";"WAV"
0.00000;0.00000
0.16667;0.20541
0.33333;0.40072
0.50000;0.59103
0.66667;0.77627
0.83333;0.97662
1.00000;1.16689
1.16667;1.34206
1.33333;1.54241
1.50000;1.73271
1.66667;1.91290
1.83333;2.10318
2.00000;2.29348
2.16667;2.48879
2.33333;2.66396
2.50000;2.85422
2.66667;3.04450
2.83333;3.23479
3.00000;3.42507
3.16667;3.61535
3.33333;3.80563
3.50000;3.99590
3.66667;4.18620
3.83333;4.37648
4.00000;4.56676
4.16667;4.75703
4.33333;4.94731
4.50000;5.13761
4.66667;5.32788
4.83333;5.51816
4.98958;5.65000
