"MID";"WAV"
0.00000;0.00000
0.50000;0.15314
1.00000;0.30629
2.00000;0.61258
2.50000;0.76572
3.00000;0.91887
4.00000;1.22516
4.50000;1.37830
5.00000;1.53145
5.12500;1.56974
5.25000;1.60802
5.37500;1.64631
5.50000;1.68460
5.62500;1.72288
5.75000;1.76117
5.87500;1.79945
6.00000;1.83774
6.50000;1.99088
7.00000;2.14403
8.00000;2.45032
8.50000;2.60346
9.00000;2.75661
9.12500;2.79489
9.25000;2.83318
9.37500;2.87147
9.50000;2.90975
9.62500;2.94804
9.75000;2.98633
9.87500;3.02461
10.00000;3.06290
10.50000;3.21605
11.00000;3.36919
12.00000;3.67548
12.50000;3.82862
13.00000;3.98177
13.50000;4.13491
14.00000;4.28806
14.50000;4.44121
15.00000;4.59435
15.99792;4.85002
