"MID";"WAV"
1.00000;0.88878
1.06250;0.94655
1.12500;1.02734
1.18750;1.09681
2.00000;2.59065
2.25000;2.91487
2.50000;3.23874
2.75000;3.56260
3.00000;3.88650
3.25000;4.21035
3.50000;4.53422
3.75000;4.85809
4.00000;5.18197
4.25000;5.50585
4.50000;5.82972
4.75000;6.15360
5.00000;6.47747
5.25000;6.80134
5.50000;7.12521
5.75000;7.44909
6.00000;7.77297
6.50000;8.30497
6.87500;8.73248
7.00000;8.89411
7.50000;9.47245
7.87500;9.95792
8.00000;10.13125
8.25000;10.46688
8.50000;10.80235
8.75000;11.13788
9.00000;11.45037
9.25000;11.77411
9.50000;12.07502
9.75000;12.37560
10.00000;12.69924
10.49792;13.55000
