"MID";"WAV"
0.00000;0.10761
0.50000;0.45767
1.00000;0.77658
1.50000;1.09387
2.00000;1.27776
2.12500;1.38716
2.25000;1.47753
2.37500;1.58683
2.50000;1.67666
2.62500;1.76649
2.75000;1.85633
2.87500;1.94616
3.00000;2.03535
3.50000;2.31500
4.00000;2.63408
4.50000;2.93980
5.00000;3.29332
5.12500;3.38226
5.25000;3.45299
5.37500;3.54281
5.50000;3.63265
5.62500;3.72000
5.75000;3.76556
5.87500;3.82215
6.00000;3.91198
6.25000;4.08991
6.50000;4.21069
7.00000;4.52907
7.50000;4.78997
8.00000;5.14827
8.49792;5.44998
