"MID";"WAV"
0.25000;0.16879
0.50000;0.33759
0.75000;0.50638
1.00000;0.67517
1.25000;0.84397
1.50000;1.01276
1.75000;1.18156
2.00000;1.35035
2.75000;1.85673
3.00000;2.02552
3.12500;2.10992
3.25000;2.19432
3.37500;2.27873
3.50000;2.36311
3.62500;2.44752
3.75000;2.53192
3.87500;2.61630
4.00000;2.70070
4.25000;2.86950
4.50000;3.03829
4.75000;3.20709
5.00000;3.37588
5.25000;3.54467
5.50000;3.71346
5.75000;3.88227
6.00000;4.05105
6.25000;4.21984
6.50000;4.38865
6.75000;4.55744
7.00000;4.72623
7.25000;4.89502
7.50000;5.06382
7.75000;5.23262
7.99792;5.35000
