"MID";"WAV"
0.00000;0.00000
0.25000;0.30244
0.50000;0.57217
0.75000;0.84964
1.00000;1.10005
1.25000;1.35608
1.50000;1.59100
1.75000;1.83240
2.00000;2.08009
2.25000;2.34236
2.50000;2.58215
2.75000;2.82918
3.00000;3.06871
3.25000;3.29577
3.50000;3.54337
3.75000;3.76131
4.00000;4.00633
4.25000;4.23768
4.50000;4.47013
4.75000;4.69309
5.00000;4.93098
5.25000;5.17829
5.50000;5.42562
5.75000;5.67295
6.00000;5.91906
6.25000;6.15142
6.50000;6.39288
6.75000;6.65512
7.00000;6.90886
7.25000;7.14988
7.50000;7.40192
7.75000;7.62586
7.98542;7.85002
