"MID";"WAV"
0.50000;0.93949
1.00000;1.35896
1.50000;1.75848
2.00000;2.17798
3.00000;2.97696
3.06250;3.02939
3.12500;3.09275
3.75000;3.64616
4.00000;3.83598
4.50000;4.25544
6.50000;5.93337
7.00000;6.29291
7.50000;6.71239
8.00000;7.13182
9.00000;7.83090
9.06250;7.88330
9.12500;7.93575
9.75000;8.58009
10.00000;8.78978
10.50000;9.10936
12.50000;10.78733
12.75000;10.99706
13.00000;11.19110
13.25000;11.35659
13.50000;11.56625
14.00000;11.89164
14.50000;12.46517
14.56250;12.54432
14.62500;12.61992
15.00000;12.99898
15.75000;13.62948
16.00000;13.82379
16.50000;14.22329
17.99792;15.05000
