"MID";"WAV"
0.00000;0.00701
1.00000;0.49751
1.12500;0.54012
1.25000;0.57766
1.37500;0.61976
1.50000;0.66747
1.62500;0.71759
1.75000;0.75543
1.87500;0.80284
3.00000;1.11180
4.00000;1.49200
4.12500;1.54355
4.25000;1.59084
4.37500;1.64682
4.50000;1.69439
4.62500;1.74586
4.75000;1.80657
4.87500;1.86344
6.00000;2.20145
7.00000;2.53965
7.50000;2.69918
8.00000;2.84918
8.50000;2.99893
9.00000;3.14868
9.50000;3.29843
10.00000;3.49909
10.12500;3.53838
10.25000;3.59157
10.37500;3.65211
10.50000;3.71131
10.62500;3.77255
10.75000;3.84270
10.87500;3.91255
12.00000;4.18905
13.00000;4.39617
13.50000;4.54358
14.00000;4.70249
14.50000;4.83007
15.00000;5.00041
15.50000;5.13885
16.00000;5.29177
16.12500;5.32947
16.25000;5.36691
16.37500;5.40435
16.50000;5.43900
16.62500;5.46544
16.75000;5.49461
16.87500;5.52242
16.99792;5.55000
