"MID";"WAV"
0.00000;0.00000
0.50000;0.46253
1.00000;0.76506
1.50000;1.06759
2.00000;1.37013
2.50000;1.67266
3.00000;1.97518
3.50000;2.31543
4.00000;2.62025
4.50000;2.92279
5.00000;3.16531
5.50000;3.46785
6.00000;3.80063
6.50000;4.17281
7.00000;4.47544
7.50000;4.77797
8.00000;5.08051
8.50000;5.38304
9.00000;5.68556
9.50000;5.98804
10.00000;6.19076
10.50000;6.49317
11.00000;6.79569
11.50000;7.09822
12.00000;7.40085
12.50000;7.78322
13.00000;8.10581
13.50000;8.40835
14.00000;8.66727
14.50000;8.95342
15.00000;9.25594
15.50000;9.55848
16.00000;9.86101
16.50000;10.16352
17.00000;10.44610
17.50000;10.74860
18.00000;11.05117
18.50000;11.37366
19.00000;11.67611
19.50000;11.90969
19.99792;12.05000
