"MID";"WAV"
0.00000;0.10889
1.00000;0.92848
1.12500;1.03328
1.25000;1.12812
1.37500;1.24289
1.50000;1.33774
1.62500;1.45250
1.75000;1.54731
1.87500;1.64211
2.00000;1.73693
2.12500;1.83173
2.25000;1.92662
2.37500;2.04136
2.50000;2.13616
2.75000;2.32576
3.00000;2.50203
4.00000;3.19390
4.12500;3.28867
4.25000;3.40337
4.37500;3.49828
4.50000;3.63289
4.62500;3.72789
4.75000;3.82272
4.87500;3.91753
5.00000;4.03004
5.12500;4.13267
5.25000;4.21200
5.37500;4.30080
5.50000;4.38416
5.62500;4.46197
5.75000;4.55672
5.87500;4.65928
6.00000;4.75079
7.00000;5.54480
9.00000;7.14618
10.00000;7.90466
11.00000;8.70290
11.99792;9.05000
