"MID";"WAV"
0.00000;0.00000
0.25000;0.16134
0.50000;0.32266
0.75000;0.48400
1.00000;0.64534
1.25000;0.80668
1.50000;0.96800
1.75000;1.12934
2.00000;1.29067
2.25000;1.45200
2.50000;1.61333
2.75000;1.77467
3.00000;1.93600
3.25000;2.09733
3.50000;2.25867
3.75000;2.42001
4.00000;2.58134
4.25000;2.74267
4.50000;2.90401
4.75000;3.06534
5.00000;3.22668
5.25000;3.38801
5.50000;3.54935
5.75000;3.71068
6.00000;3.87200
6.25000;4.03333
6.50000;4.18711
6.75000;4.34370
7.00000;4.48583
7.25000;4.62216
7.50000;4.76908
7.74792;4.95000
