"MID";"WAV"
0.00000;0.12590
1.50000;1.11646
2.00000;1.47971
3.00000;2.15160
4.00000;3.49932
4.25000;3.59392
4.50000;3.79785
4.75000;3.97336
5.00000;4.12367
6.00000;4.77044
7.00000;5.44554
8.00000;6.10063
9.50000;7.19305
10.00000;7.34639
10.12500;7.42148
10.25000;7.44844
10.37500;7.51408
10.50000;7.60833
10.62500;7.70271
10.75000;7.79709
10.87500;7.89148
11.00000;7.98587
12.50000;9.07897
13.00000;9.25963
13.75000;9.71490
13.87500;9.79677
14.00000;9.95582
16.00000;11.41092
17.00000;12.15309
18.50000;13.31408
18.75000;13.48998
19.00000;13.69160
19.99792;14.75000
