"MID";"WAV"
0.00000;0.19282
0.09375;0.24986
0.18750;0.30930
0.28125;0.37377
0.37500;0.43083
0.75000;1.84209
1.00000;2.12294
1.50000;2.96445
1.62500;3.06473
1.75000;3.22524
3.00000;5.54407
3.09375;6.13649
3.18750;6.45848
3.28125;6.58471
3.37500;6.60211
3.75000;6.93128
4.00000;7.23191
4.50000;8.03333
4.62500;8.15390
4.75000;8.37407
6.00000;10.72678
6.09375;10.90294
6.18750;11.01415
6.28125;11.17360
6.37500;11.33889
6.75000;12.05996
7.00000;12.37105
7.50000;13.26204
7.62500;13.38263
7.75000;13.52301
7.99792;14.05000
