"MID";"WAV"
0.00000;0.00000
0.12500;0.05722
0.25000;0.11442
0.37500;0.17164
0.50000;0.22885
0.62500;0.28606
0.75000;0.34328
0.87500;0.40048
1.00000;0.45769
1.12500;0.51491
1.25000;0.57212
1.37500;0.62933
1.50000;0.68654
1.75000;0.80096
2.00000;0.91539
4.00000;1.76509
5.00000;2.20097
6.00000;2.68598
7.50000;3.35622
7.75000;3.48708
8.00000;3.61222
8.50000;3.80823
9.00000;4.00971
9.50000;4.21109
10.00000;4.40173
10.50000;4.60878
11.00000;4.81569
11.50000;5.01706
12.00000;5.20202
13.00000;5.55058
13.99792;5.95002
