"MID";"WAV"
0.00000;0.19641
1.00000;0.49221
2.00000;0.77104
3.00000;1.03818
4.00000;1.31795
4.12500;1.35692
4.25000;1.38553
4.37500;1.41775
4.50000;1.45627
4.62500;1.47881
4.75000;1.50006
4.87500;1.53750
5.00000;1.57743
5.50000;1.73667
6.00000;1.87581
6.50000;1.99606
7.00000;2.13446
7.50000;2.23614
8.00000;2.39552
9.00000;2.69454
10.00000;2.97292
11.00000;3.20774
12.00000;3.43383
12.12500;3.47204
12.25000;3.50282
12.37500;3.53364
12.50000;3.57358
12.62500;3.61351
12.75000;3.65344
12.87500;3.69338
13.00000;3.73331
13.50000;3.88981
14.00000;3.99386
14.50000;4.13983
15.00000;4.26318
15.50000;4.38416
15.99792;4.45000
