"MID";"WAV"
0.00000;0.00000
1.50000;1.96100
1.75000;2.28783
2.00000;2.61467
3.00000;3.92201
3.25000;4.24884
3.50000;4.57568
3.75000;4.90251
4.00000;5.22935
5.25000;6.86351
5.50000;7.19035
5.75000;7.51718
6.00000;7.84402
6.50000;8.49768
6.75000;8.82452
7.00000;9.15135
7.25000;9.47818
7.50000;9.80502
7.75000;10.13186
8.00000;10.45869
9.50000;12.41972
9.75000;12.74653
10.00000;13.07338
10.50000;13.72706
10.75000;14.05389
11.00000;14.38072
11.50000;15.03439
12.00000;15.68806
13.00000;16.99540
13.50000;17.64906
13.75000;17.97522
13.99792;18.25000
