"MID";"WAV"
0.00000;0.00000
0.50000;0.16713
1.50000;0.48525
2.50000;0.76823
3.50000;0.94267
4.00000;1.12015
4.50000;1.29959
5.50000;1.79612
6.50000;2.16521
7.50000;2.48411
8.00000;2.62038
8.50000;2.79782
9.50000;3.15286
10.50000;3.40795
11.50000;3.70299
12.00000;3.95910
12.50000;4.25799
13.50000;4.63302
14.50000;5.00807
15.50000;5.44307
16.00000;5.62068
16.50000;5.83806
17.00000;5.99563
17.50000;6.17314
18.00000;6.38130
18.25000;6.47943
18.50000;6.56819
18.75000;6.65694
19.00000;6.74570
19.99792;7.05000
