"MID";"WAV"
0.00000;0.00000
2.00000;2.24651
2.12500;2.38693
2.25000;2.52732
2.37500;2.66774
2.50000;2.80815
2.62500;2.94855
2.75000;3.08895
2.87500;3.22936
3.00000;3.36978
3.12500;3.51017
3.25000;3.65057
3.37500;3.79115
3.75000;4.28976
4.00000;4.59624
6.00000;6.73955
6.12500;6.87995
6.25000;7.02035
6.37500;7.16077
6.50000;7.30116
6.62500;7.44157
6.75000;7.58199
6.87500;7.72240
7.00000;7.86279
7.12500;8.00320
7.25000;8.14361
7.37500;8.28438
7.75000;8.78279
8.00000;9.07631
10.00000;11.23256
10.12500;11.37298
10.25000;11.51339
10.37500;11.65378
10.50000;11.79420
10.62500;11.93460
10.75000;12.07502
10.87500;12.21541
11.00000;12.35582
11.12500;12.49624
11.25000;12.63665
11.37500;12.77831
11.75000;13.37911
12.00000;13.67199
12.99792;14.55000
