"MID";"WAV"
0.00000;0.00000
0.50000;0.24669
1.00000;0.49341
1.50000;0.74011
2.00000;0.98681
3.50000;1.72691
3.75000;1.85026
4.00000;1.97361
5.50000;2.71371
5.75000;2.83706
6.00000;2.96042
7.00000;3.45381
7.12500;3.51548
7.25000;3.57716
7.37500;3.63884
7.50000;3.70052
7.62500;3.76219
7.75000;3.82386
7.87500;3.88554
8.00000;3.94721
8.06250;3.97805
8.12500;4.00888
8.50000;4.19392
9.00000;4.44062
9.50000;4.68732
10.00000;4.93402
10.50000;5.18073
11.00000;5.42742
11.50000;5.67412
12.00000;5.92082
14.00000;6.90685
14.99792;7.35000
