"MID";"WAV"
0.00000;0.09846
2.00000;0.70444
4.00000;1.16909
5.00000;1.40137
8.00000;2.09819
10.00000;2.50742
12.00000;2.95347
13.00000;3.19184
16.00000;3.79645
17.00000;4.03479
17.50000;4.15705
18.00000;4.27935
19.00000;4.47490
20.00000;4.71925
21.00000;4.90266
21.50000;5.01850
22.00000;5.11625
23.00000;5.34231
23.12500;5.37132
23.25000;5.40036
23.37500;5.42939
23.50000;5.45843
23.62500;5.48746
23.75000;5.51650
23.87500;5.54553
24.00000;5.57457
25.00000;5.80684
26.00000;6.03911
27.00000;6.27139
27.12500;6.30042
27.25000;6.32946
27.37500;6.35849
27.50000;6.38752
27.62500;6.41656
27.75000;6.44559
27.87500;6.47463
28.00000;6.50366
29.00000;6.73593
30.00000;6.96821
30.99792;7.15000
