"MID";"WAV"
0.50000;0.23789
1.00000;0.45578
1.50000;0.66847
2.00000;0.88140
2.50000;1.10054
3.00000;1.31970
3.50000;1.53438
4.00000;1.75226
5.00000;2.18435
5.12500;2.23678
5.25000;2.28921
5.37500;2.34066
5.50000;2.39829
5.62500;2.45074
5.75000;2.50732
5.87500;2.56498
6.00000;2.61744
6.50000;2.84181
7.00000;3.06095
8.00000;3.48781
8.12500;3.54546
8.25000;3.59788
8.37500;3.64933
8.50000;3.70696
8.62500;3.76463
8.75000;3.82122
8.87500;3.87369
9.00000;3.93139
9.50000;4.22349
10.00000;4.44342
10.50000;4.65828
11.00000;4.87733
11.50000;5.08970
12.50000;5.53987
12.75000;5.64541
13.00000;5.74976
13.25000;5.86379
13.50000;5.97285
13.99792;6.05000
