"MID";"WAV"
0.00000;0.00000
0.25000;0.38411
0.75000;0.83346
1.25000;1.24248
1.50000;1.46691
1.75000;1.63153
2.00000;1.81587
2.25000;1.98049
2.75000;2.41942
3.00000;2.53697
3.25000;2.75832
4.00000;3.49173
4.25000;3.61644
4.75000;4.06523
5.25000;4.47424
5.50000;4.69866
5.75000;4.88324
6.00000;5.07183
6.25000;5.29217
6.75000;5.72113
7.00000;5.86564
7.25000;6.11007
8.00000;6.78351
8.25000;6.96920
8.75000;7.35129
9.25000;7.74601
9.50000;7.97042
9.75000;8.15500
10.00000;8.36635
10.25000;8.56396
11.24792;10.05000
