"MID";"WAV"
0.50000;0.31606
1.00000;0.63210
1.50000;0.94816
2.00000;1.26420
2.50000;1.58026
2.75000;1.73829
3.00000;1.89631
3.25000;2.05435
3.50000;2.21236
3.75000;2.37039
4.00000;2.52843
4.50000;2.84447
5.00000;3.16053
5.50000;3.47658
5.75000;3.63461
6.00000;3.79263
6.50000;4.10869
7.00000;4.42474
7.50000;4.74079
8.00000;5.05684
8.25000;5.21487
8.50000;5.37289
8.75000;5.53092
9.00000;5.68894
9.50000;6.00500
10.00000;6.32105
10.25000;6.47908
10.50000;6.63711
10.75000;6.79513
11.00000;6.95317
11.50000;7.26921
11.75000;7.42723
12.00000;7.58332
12.49792;7.85000
