"MID";"WAV"
0.00000;0.19487
1.00000;0.61716
1.50000;0.86406
2.00000;1.10447
2.50000;1.34485
3.00000;1.61111
4.00000;2.07907
5.00000;2.53389
5.25000;2.66038
5.50000;2.78706
5.75000;2.91374
6.00000;3.04043
6.25000;3.16711
6.50000;3.29379
8.00000;4.03452
9.00000;4.50249
9.50000;4.74915
10.00000;5.00241
10.50000;5.22396
11.00000;5.45758
11.50000;5.70418
12.00000;5.94474
12.50000;6.19780
13.00000;6.40681
13.12500;6.45736
13.25000;6.50777
13.37500;6.55797
13.50000;6.61423
13.62500;6.67110
13.75000;6.72797
13.87500;6.77328
14.00000;6.83449
14.99792;7.55000
