"MID";"WAV"
0.00000;0.09940
0.25000;0.20846
0.50000;0.33308
0.75000;0.41001
1.00000;0.50646
1.25000;0.60308
1.50000;0.71938
1.75000;0.81631
2.00000;0.91293
2.25000;1.00954
2.50000;1.10616
2.75000;1.22219
3.00000;1.30003
3.25000;1.39601
3.50000;1.47337
3.75000;1.56924
4.00000;1.68500
4.25000;1.80156
4.50000;1.89909
4.75000;1.97672
5.00000;2.07232
5.25000;2.16894
5.50000;2.28416
5.75000;2.38217
6.00000;2.47878
6.25000;2.56980
6.50000;2.66571
6.75000;2.76474
7.00000;2.84833
7.25000;2.93975
7.50000;3.02982
7.75000;3.11023
7.99792;3.35000
